Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,Position
Samuel McDaniel,MEL,19,4.1,1.3,0.5,1.3,0.346,0.2,0.4,0.429,0.3,0.3,0.833,0.2,0.4,0.6,0.1,0.2,0,0.2,0.3,2020,SF
Luke Travers,PER,4,7,1.3,0.5,1.5,0.333,0.3,0.8,0.333,0,0,0,0.8,1,1.8,1.5,0.3,0,1,1,2020,SF
Kuany Ngor Kuany,SYD,7,2.8,1.3,0.4,1.4,0.3,0.4,0.7,0.6,0,0,0,0.3,0.3,0.6,0.3,0,0,0.3,0,2020,SF
Jordan Ngatai,NZB,22,9.8,1.2,0.4,1.5,0.273,0.3,1.2,0.269,0,0.1,0.5,0.3,0.9,1.2,0.4,0.3,0.1,0.5,1.3,2020,SF
Chuatwech Reath,PER,2,0.7,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2020,SF
Terry Armstrong,SEM,8,2.2,0.3,0,0.3,0,0,0.1,0,0.3,0.3,1,0.1,0.1,0.3,0.3,0,0,0,0.5,2020,SF
Kian Dennis,BRI,1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,SF
Cameron Goldfinch,BRI,3,1.9,0,0,1.7,0,0,0.7,0,0,0,0,0.7,0,0.7,0,0,0,0.3,0,2020,SF
Terrico White,PER,30,31.6,17.7,6.6,15.1,0.433,2.5,7.3,0.338,2.1,2.8,0.741,0.6,3.7,4.4,2.5,0.8,0.1,1.5,1.9,2019,SF
D.J. Newbill,CRN,27,32,14.7,5.2,12.5,0.415,1.7,5.1,0.328,2.7,4.4,0.61,1,3.3,4.3,2.5,1.3,0.2,2.2,2.4,2019,SF
Cameron Gliddon,BRI,29,30.5,13.8,4.2,9.8,0.433,2.8,7,0.393,2.6,2.8,0.914,0.7,2.7,3.4,2.2,1.2,0.2,0.9,1.5,2019,SF
Todd Blanchfield,ILL,28,27.3,13.4,4.5,9.4,0.48,2.2,5.3,0.409,2.2,2.8,0.8,0.5,3.8,4.3,1.8,1.1,0.3,1.1,1.5,2019,SF
D.J. Kennedy,MEL,31,29.5,13,4.5,10.1,0.44,0.7,1.6,0.438,3.4,4.2,0.827,2.2,5.2,7.4,3,1.3,0.6,1.4,2.5,2019,SF
Brad Newley,SYD,30,25.1,11.2,4,8.8,0.455,1,3.4,0.303,2.1,3,0.693,0.8,4,4.8,2.1,0.8,0.2,1.2,2.1,2019,SF
Demetrius Conger,ADE,19,25.5,11,4,8.3,0.482,0.8,2.6,0.327,2.2,3.3,0.662,1.2,3.3,4.5,2.1,0.4,0.1,1.9,2.2,2019,SF
Patrick Richard,NZB,26,22.4,10.9,3.8,8.9,0.426,2.1,5.7,0.376,1.1,1.3,0.857,0.6,2.9,3.6,2.3,0.8,0.2,1,1.5,2019,SF
Reuben Te Rangi,BRI,30,21.7,10,3.6,8,0.447,1.9,4.2,0.452,1,1.5,0.659,0.8,2.3,3,1.1,0.3,0.1,0.9,2.2,2019,SF
Anthony Drmic,ADE,28,22.7,8.7,3.2,7.5,0.42,1.2,3.4,0.36,1.1,1.5,0.75,1.1,3.2,4.3,1.2,0.6,0,0.9,1.9,2019,SF
Thomas Abercrombie,NZB,28,25.1,8.4,3,7,0.426,1.1,3,0.36,1.4,1.7,0.833,1.4,3.6,5.1,1.2,0.8,0.4,0.5,2.3,2019,SF
Alonzo Gee,BRI,4,25.4,7.9,3,9.7,0.316,0.8,1.5,0.5,1,1.3,0.8,2,3.8,5.8,1.8,1.3,0,1.8,2.5,2019,SF
Finn Delany,NZB,25,14.9,7.8,2.8,4.9,0.581,0.5,1.4,0.389,1.6,2.3,0.695,1.1,1.6,2.7,1.3,0.2,0.1,0.8,2,2019,SF
Majok Deng,ADE,28,12.4,7.2,2.4,4.8,0.49,0.6,1.4,0.405,1.9,2.5,0.76,0.8,1.9,2.7,0.5,0.2,0.2,0.6,1.9,2019,SF
Clinton Steindl,PER,34,14,7.2,2.4,5.7,0.41,1.7,4.2,0.41,0.7,0.8,0.96,0.5,1.7,2.2,0.6,0.5,0.1,0.6,1.4,2019,SF
Mika Vukona,BRI,28,17.2,6.8,2.8,4.7,0.588,0,0,0,1.2,1.8,0.66,1.7,2.7,4.3,1.9,0.5,0.3,1.7,3.2,2019,SF
Brian Bowen II,SYD,30,15.4,6.5,2.2,4.9,0.451,0.4,1.3,0.342,1.7,2.2,0.762,1,2.3,3.3,0.7,0.2,0.3,0.8,1.3,2019,SF
Jesse Wagstaff,PER,34,14.5,5.9,1.9,5,0.383,0.7,2.4,0.304,1.3,1.7,0.815,0.6,1.7,2.3,0.7,0.4,0.1,1,1.9,2019,SF
Daniel Grida,ILL,28,12.9,5,1.8,4.2,0.434,0.9,2.3,0.394,0.4,0.6,0.667,0.6,1.1,1.7,0.6,0.4,0.2,0.7,1.9,2019,SF
Craig Moller,MEL,34,11.7,4,1.5,3.6,0.413,0.4,1.5,0.294,0.5,0.7,0.68,0.9,1.8,2.8,0.7,0.2,0.2,0.4,1.6,2019,SF
Jack McVeigh,ADE,20,8.3,3.2,1.1,3,0.375,0.2,0.9,0.263,0.7,0.8,0.882,0.8,0.9,1.7,0.7,0,0,0.4,0.8,2019,SF
Tom Vodanovich,NZB,1,3.4,3.1,0,0,0,0,0,0,3.1,4.2,0.75,0,0,0,0,0,0,0,0,2019,SF
Kuany Ngor Kuany,CRN,21,5.8,2.2,0.8,1.9,0.436,0,0.5,0.091,0.6,0.8,0.75,0.5,1,1.5,0.2,0.2,0,0.2,0.7,2019,SF
Deng Deng,SYD,19,3.7,2.2,0.9,1.2,0.727,0.2,0.3,0.5,0.3,0.5,0.6,0.3,0.6,0.9,0.2,0.2,0.1,0.1,0.7,2019,SF
Fabijan Krslovic,CRN,7,4.4,2.2,1,1.4,0.7,0.1,0.3,0.5,0,0.3,0,0.6,0.9,1.4,0,0.1,0,0,0.4,2019,SF
Majok Majok,NZB,19,6.6,2,0.8,1.4,0.615,0,0,0,0.4,0.7,0.538,0.5,1,1.5,0.2,0,0.2,0.3,0.7,2019,SF
Venky Jois,MEL,11,2.6,1.7,0.6,1.3,0.5,0,0,0,0.5,0.9,0.5,0.5,0.5,0.9,0.4,0.3,0.1,0.3,0.6,2019,SF
Wani Swaka Lo Buluk,PER,3,1.7,1.7,0.7,1,0.667,0.3,0.3,1,0,0,0,0,0,0,0,0,0,0,0.3,2019,SF
Sunday Dech,PER,11,7.1,1.7,0.5,1.9,0.25,0.2,1,0.2,0.6,0.7,0.857,0.3,0.9,1.1,0.3,0,0,0.8,0.9,2019,SF
Daniel Trist,MEL,12,2.7,1.5,0.6,1.6,0.368,0.2,0.5,0.333,0.2,0.3,0.5,0.3,0.3,0.5,0.1,0.1,0,0,0.8,2019,SF
Jordan Ngatai,NZB,14,4,1.2,0.4,0.9,0.385,0.1,0.6,0.25,0.4,0.4,0.833,0.2,0.7,0.9,0.3,0.1,0,0.1,0.4,2019,SF
Samuel McDaniel,MEL,12,2,0.2,0.1,0.5,0.167,0,0.2,0,0,0,0,0.3,0.3,0.6,0,0,0,0.2,0.3,2019,SF
Dom Kelman-Poto,NZB,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,2019,SF
Christian Jurlina,CRN,3,1.3,0,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2019,SF
Kruz Perrott-Hunt,NZB,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0,0,0,0,2019,SF
Demetrius Conger,ILL,27,30,19,6.7,13.1,0.514,1.5,3.8,0.393,4,5.1,0.796,1.6,4,5.5,2.6,1,0.4,3.1,2.4,2018,SF
Perrin Buford,BRI,22,31.6,16.4,6.4,12.8,0.504,0.7,1.8,0.41,2.8,3.9,0.706,1.8,6.4,8.2,2.3,1.2,1.2,1.9,2.4,2018,SF
Casey Prather,MEL,23,28.7,16.4,6.1,13.3,0.457,1.4,3.7,0.379,2.8,3.5,0.815,1.9,4,5.9,2.1,1.4,0.5,1.8,2.7,2018,SF
J.P. Tokoto,PER,30,28.2,15.8,5.8,12.4,0.464,0.3,1.3,0.256,3.9,5.5,0.719,1.8,4.3,6.1,2.8,1.7,0.5,2.5,2.9,2018,SF
Michael Carrera,CRN,5,18.3,15,5.3,12.1,0.439,1.1,2.8,0.385,3.4,4.7,0.727,1.1,3,4,1.1,0.4,0.4,1.7,3.2,2018,SF
Mitchell Creek,ADE,31,28.7,13.8,4.9,8.1,0.611,0.3,1,0.333,3.6,4.6,0.773,1.8,3.7,5.5,2.4,1.1,0.2,1.4,2.1,2018,SF
Cameron Gliddon,CRN,28,30.8,13.4,4.3,10.1,0.423,3,6.9,0.432,1.8,1.9,0.98,0.9,2.8,3.8,3,1.5,0.2,1.4,2,2018,SF
Brad Newley,SYD,27,28.4,11.9,4.2,9.7,0.432,1.5,4.1,0.355,2.1,3.1,0.675,0.9,4.3,5.2,3.1,0.9,0.2,1.5,2.2,2018,SF
Josh Childress,ADE,27,26.4,11.6,4.4,8.1,0.543,0.5,1.7,0.286,2.4,3.1,0.758,1.3,4.7,6.1,2,1.1,0.7,1.7,2.1,2018,SF
Todd Blanchfield,SYD,25,26,9.2,3.4,8.3,0.408,1.6,4.9,0.333,0.8,1,0.833,0.6,3.5,4.1,1.5,1,0.3,1.2,1.9,2018,SF
Carrick Felix,MEL,10,20.9,8.6,3.2,7.1,0.457,0.7,2.1,0.333,1.4,2.5,0.56,1.4,4.2,5.6,1.2,1.1,0.4,1,3.3,2018,SF
Reuben Te Rangi,BRI,26,20.6,7.4,2.6,5.8,0.446,0.9,2.5,0.365,1.4,2,0.7,0.9,2,2.8,1,0.5,0.1,1.4,2.5,2018,SF
Tim Coenraad,ILL,28,15.5,6.8,2.5,5.3,0.468,1.2,2.8,0.427,0.6,0.8,0.739,0.6,2.2,2.9,0.7,0.6,0.3,0.6,1.8,2018,SF
Mika Vukona,NZB,30,20.8,6.3,2.8,5.3,0.535,0,0,0,0.7,1.7,0.42,2.6,3.7,6.3,1.7,0.6,0.2,2.4,3.3,2018,SF
Anthony Drmic,ADE,28,15.4,6.1,2.2,4.8,0.455,1,2.8,0.349,0.8,1.3,0.59,0.8,1.7,2.5,0.7,0.4,0,0.6,1.6,2018,SF
Stephen Weigh,CRN,18,18,6,2.4,6.1,0.394,0.5,1.8,0.29,0.6,0.9,0.733,0.9,1.7,2.6,1.1,0.3,0.2,0.9,1.6,2018,SF
Finn Delany,NZB,28,14.9,5.3,2.1,4.1,0.504,0.2,1,0.222,0.9,1.4,0.658,1,2.4,3.4,0.8,0.4,0.2,0.8,2.1,2018,SF
Clinton Steindl,PER,23,11.8,2.9,0.8,3.4,0.253,0.7,2.8,0.258,0.5,0.5,1,0.3,1.1,1.3,0.3,0.2,0.1,0.4,1.4,2018,SF
Jordan Ngatai,NZB,17,8,2.9,1,1.9,0.531,0.6,1.1,0.556,0.2,0.4,0.571,0.5,0.5,1,0.3,0.1,0,0.5,1,2018,SF
Tevin Jackson,CRN,2,7.6,2.6,1,3.1,0.333,0,0,0,0.5,1,0.5,1,0.5,1.5,0,0,0,0,1.5,2018,SF
Adam Thoseby,SYD,18,5,1.1,0.3,1.3,0.261,0.1,0.7,0.154,0.3,0.4,0.857,0.1,0.6,0.7,0.2,0.1,0,0.4,0.4,2018,SF
Felix Von Hofe,MEL,4,3.7,0.5,0.2,1.7,0.143,0,1.5,0,0,0,0,0.5,0.5,1,0.2,0,0,0,0.2,2018,SF
Mitchell Newton,NZB,2,1.2,0.5,0,0,0,0,0,0,0.5,0.9,0.5,0,0,0,0,0,0,0,0.5,2018,SF
Nic Pozoglou,ILL,4,2.6,0.5,0.2,0.7,0.333,0,0.2,0,0,0,0,0,0.5,0.5,0.5,0.2,0,0.5,0.2,2018,SF
Kuany Ngor Kuany,CRN,7,3.2,0.3,0.2,1.2,0.125,0,0.6,0,0,0,0,0.2,0.6,0.8,0.3,0.3,0.2,0.3,0.3,2018,SF
Casey Prather,PER,32,31.5,20,6.9,16.1,0.43,1.1,3.5,0.312,5.1,6.3,0.802,1.5,3.2,4.7,3.6,1.7,0.2,3.3,2.7,2017,SF
Brad Newley,SYD,23,33.2,18,6.5,13.6,0.474,1.7,5.3,0.319,3.4,4.2,0.8,1,4.1,5.1,4.2,1.2,0.1,2.1,2.1,2017,SF
Torrey Craig,BRI,28,30.9,15.6,5.7,12.4,0.463,1.4,3.4,0.398,2.8,3.7,0.745,2.1,6.1,8.3,1.6,1.2,0.7,2.6,3.5,2017,SF
Jaron Johnson,PER,14,25.5,13.6,4.7,10.9,0.426,1.9,5,0.382,2.4,3.3,0.711,1.3,3.4,4.7,1.8,0.6,0.4,1.6,2.7,2017,SF
Thomas Abercrombie,NZB,21,29.6,11.7,3.7,8.9,0.411,1.8,4.2,0.427,2.6,3.5,0.743,1.1,3.9,5.1,1.2,0.5,0.5,0.9,2.7,2017,SF
Tai Wesley,MEL,28,18.5,8.9,3.4,8.2,0.415,0.8,2.7,0.297,1.2,1.8,0.694,1.2,2.3,3.5,1.3,0.4,0.6,0.9,2.3,2017,SF
Todd Blanchfield,MEL,22,28.2,8.9,3,6.9,0.44,1.9,4.8,0.404,0.9,1.2,0.704,0.8,3.1,3.9,0.6,1,0.3,0.6,1.8,2017,SF
Tony Mitchell,CRN,10,15.9,8.8,3.3,8.1,0.405,0.8,3.4,0.242,1.4,2.3,0.636,0.7,1.7,2.5,0.9,0.5,0.1,2,3,2017,SF
Fuquan Edwin,CRN,20,19.9,8.4,2.9,7.3,0.4,1.4,3.9,0.36,1.2,1.7,0.719,1,2.6,3.6,1,0.8,0.2,1.1,1.6,2017,SF
Tim Coenraad,ILL,34,17.6,7.4,2.5,5.5,0.458,1.1,3,0.362,1.4,1.7,0.8,0.9,1.8,2.8,1.6,0.6,0.2,0.9,2.3,2017,SF
Mika Vukona,NZB,27,19.6,6.4,2.7,4.3,0.63,0,0,0,0.9,1.4,0.703,1.8,3.2,5,2.2,0.8,0.2,2,3.5,2017,SF
Anthony Drmic,ADE,30,14,5.7,1.8,4.1,0.443,1,2.7,0.365,1.1,1.9,0.567,0.7,2.4,3.1,0.5,0.4,0,0.4,2.1,2017,SF
Stephen Weigh,CRN,29,14,5.5,2,4.7,0.432,0.9,2.2,0.393,0.6,0.7,0.9,0.8,1.4,2.2,0.7,0.2,0.1,0.5,1.5,2017,SF
Terrance Ferguson,ADE,30,15.2,4.4,1.7,4.4,0.381,0.7,2.1,0.313,0.4,0.6,0.6,0.4,0.6,1.1,0.6,0.2,0.3,0.9,1.6,2017,SF
Finn Delany,NZB,25,9.2,3.2,1.2,2.2,0.526,0.3,0.6,0.467,0.5,0.7,0.737,0.8,1.4,2.2,0.5,0.2,0,0.7,1.4,2017,SF
Reuben Te Rangi,BRI,25,13.3,2.7,0.9,2.1,0.404,0.3,1.1,0.269,0.7,1,0.64,0.4,1.1,1.5,0.7,0.4,0,1.1,1.6,2017,SF
Dexter Kernich-Drew,PER,28,6,2.5,0.8,1.9,0.396,0.6,1.5,0.375,0.4,0.5,0.769,0.1,0.6,0.6,0.3,0,0.1,0.3,0.6,2017,SF
Bennie Lewis,MEL,3,4.9,1.9,0.6,1.9,0.333,0.6,1.6,0.4,0,0,0,0,0.3,0.3,0.3,0.3,0,0,1,2017,SF
Luke Jamieson,ILL,4,4.6,1.2,0.5,2.4,0.2,0,0.7,0,0.2,0.2,1,0,0.2,0.2,0.5,0,0,0,0.5,2017,SF
Lasan Kromah,MEL,3,7.9,1,0.3,2.4,0.143,0.3,1.4,0.25,0,0,0,0,0.3,0.3,0,0.3,0,0.3,1.7,2017,SF
Jordan Ngatai,NZB,4,4.1,0.9,0.2,0.5,0.5,0,0,0,0.5,0.5,1,0,0.5,0.5,0,0,0.2,0.2,0.5,2017,SF
Jarred Bairstow,BRI,4,2,0.2,0,0,0,0,0,0,0.2,0.5,0.5,0,0,0,0,0,0,0.5,0.2,2017,SF
Tevin Jackson,CRN,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,SF
Tom Fullarton,BRI,1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,SF
Darcy Harding,SYD,2,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2017,SF
Josh Childress,SYD,13,33.9,20.6,7.8,15.1,0.52,1.4,2.9,0.462,3.5,5.5,0.644,2,5.6,7.7,2.7,1.1,1.7,2.8,3.2,2016,SF
Kirk Penney,ILL,27,29.2,20.1,6.8,15.1,0.454,3.3,7.3,0.447,3.2,3.9,0.821,0.5,2.4,2.9,3,0.7,0.2,2.8,1.9,2016,SF
Casey Prather,PER,27,25.6,16.4,5.5,12,0.461,0.9,2.3,0.377,4.5,5.6,0.805,1.3,3.2,4.5,1.8,1.2,0.4,2.1,2.7,2016,SF
Thomas Abercrombie,NZB,31,32.8,13.8,5,11.3,0.447,1.7,4.5,0.38,2,3.4,0.585,1.5,4.7,6.2,1.3,0.7,0.4,1.6,2,2016,SF
Brian Conklin,TOW,13,30.6,13.7,4.6,12.7,0.362,0.1,0.4,0.2,4.4,6.1,0.731,2.5,4.2,6.7,1.6,0.8,0.5,2.2,2.7,2016,SF
Clinton Steindl,TOW,28,25.1,13,4.6,10.7,0.425,2.2,5.6,0.392,1.7,1.8,0.939,1,2.6,3.6,1.2,0.9,0,1.3,2.2,2016,SF
Torrey Craig,CRN,28,25,12.1,4.7,11,0.427,1.2,4.3,0.287,1.5,2.2,0.661,1.6,4.8,6.4,1,0.6,1.2,1.8,2.7,2016,SF
Tai Wesley,NZB,26,21.9,11.4,4.6,10,0.457,0.6,2.1,0.304,1.7,2.3,0.71,1.7,3.1,4.8,1.8,0.8,0.6,1.6,3.2,2016,SF
Todd Blanchfield,MEL,30,29.2,9.8,3.6,8.7,0.421,1.6,4.7,0.341,0.9,1.3,0.73,1.5,5.1,6.6,0.9,0.5,0.3,0.9,1.7,2016,SF
Mitchell Creek,ADE,26,22.4,9.5,3.2,5.9,0.544,0.4,0.7,0.556,2.8,3.9,0.708,1.8,2.1,4,1.3,1,0.5,1.4,1.8,2016,SF
Tim Coenraad,ILL,30,23.2,9.3,3,7.8,0.385,1.6,4.4,0.37,1.7,2.2,0.773,1,2.5,3.5,1.4,0.9,0.2,1,2.7,2016,SF
Stephen Weigh,CRN,20,20.2,8.2,2.8,6.8,0.415,0.7,2.4,0.298,1.8,2,0.897,1,2.3,3.3,1,0.3,0,0.2,1.7,2016,SF
Damion James,SYD,5,22.2,6.4,2,9,0.224,0.2,2.2,0.083,2.2,3.1,0.706,1.1,6,7.1,0.5,0.4,0.5,2.4,2.4,2016,SF
Mika Vukona,NZB,29,23.1,6.2,2.5,5.5,0.465,0,0.3,0,1.1,1.9,0.589,2.8,4.6,7.4,2.2,0.8,0.3,2.1,3.3,2016,SF
Everard Bartlett,NZB,32,12.8,4.6,1.5,3.9,0.389,1.2,2.9,0.404,0.4,0.5,0.867,0.2,0.9,1.2,0.6,0.6,0,0.6,1.2,2016,SF
Leon Henry,TOW,28,15.6,4.3,1.5,4.1,0.366,0.8,2.3,0.344,0.5,0.8,0.609,1,2.4,3.4,0.9,0.5,0.4,0.9,1.9,2016,SF
Reuben Te Rangi,NZB,33,13.5,2.6,1,3.3,0.294,0.4,2.1,0.217,0.2,0.5,0.389,0.6,1.2,1.8,0.2,0.3,0.1,0.6,1.5,2016,SF
Brad Hill,MEL,26,8.1,2.3,0.8,2.1,0.377,0.4,1.1,0.379,0.3,0.5,0.538,0.4,1,1.4,0.1,0.2,0.1,0.2,1.3,2016,SF
Jordan Ngatai,NZB,2,0.7,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,2016,SF
Duane Bailey,NZB,3,5.6,0.7,0.3,0.7,0.5,0,0.3,0,0,0,0,0.3,1.3,1.6,0,0,0,1.3,0.7,2016,SF
James Trustum,SYD,2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2016,SF
Finn Delany,NZB,4,2.6,0,0,0.2,0,0,0.2,0,0,0,0,0,0.7,0.7,0.2,0,0,0,0,2016,SF
Josh Childress,SYD,18,35.6,20.9,7.6,14.9,0.511,0.7,2.6,0.255,5,7.2,0.7,2.5,6.7,9.1,4.1,0.8,2,2.5,2.6,2015,SF
Mark Worthington,MEL,27,32.6,12.3,4.5,9.3,0.48,1.2,3.6,0.32,2.3,2.9,0.797,1.3,5.8,7.1,2.6,1.1,0.6,1.6,3.1,2015,SF
Shawn Redhage,PER,28,23.5,11.7,3.9,9.1,0.427,0.8,2.1,0.368,3.1,3.9,0.81,1.5,2.5,4.1,2.5,0.5,0.3,2.2,3.4,2015,SF
Mitchell Creek,ADE,26,23.7,10.5,3.8,7.7,0.5,0.2,0.9,0.208,2.7,4,0.67,1.5,2.6,4.1,1.4,0.8,0.3,1.2,1.6,2015,SF
Rhys Martin,ILL,22,26.7,10,3.6,7.7,0.461,1.4,3.9,0.361,1.5,1.8,0.795,0.4,2.2,2.7,3.2,1.6,0,1.8,2.6,2015,SF
Clinton Steindl,TOW,28,24.3,9.5,3.4,8.7,0.392,1.7,4.4,0.384,1,1.2,0.8,0.7,2.5,3.2,1.7,0.3,0.2,0.9,2.2,2015,SF
Torrey Craig,CRN,32,19.6,9.4,3.6,7.7,0.47,1.3,3.5,0.371,0.9,2,0.45,1.7,4.3,6,1.3,0.5,0.9,1.4,2.4,2015,SF
Daequon Montreal,ADE,5,17.6,9,3.4,6.7,0.5,0.7,2.4,0.308,1.5,2.6,0.571,0.9,2.6,3.6,0.7,0.4,0.6,1.7,2.4,2015,SF
Stephen Weigh,CRN,32,21.4,8.5,3,6.7,0.446,1.1,3.2,0.337,1.4,1.6,0.878,0.9,2.5,3.3,1.1,0.3,0.2,0.8,1.5,2015,SF
Mika Vukona,NZB,32,23.7,8.2,3.1,7,0.451,0,0,0,1.9,2.3,0.803,2.4,4.2,6.6,2.4,0.7,0.2,1.8,3.5,2015,SF
Tai Wesley,NZB,32,18.9,7.8,3.2,6.3,0.505,0.1,0.4,0.154,1.4,2.2,0.643,1.7,3,4.7,1.4,0.3,0.7,1.1,2.8,2015,SF
Brad Hill,ILL,28,13.8,5.1,2.1,5.5,0.389,0.3,1,0.333,0.5,1.2,0.412,1.3,1.8,3.1,1.1,0.3,0.2,1.1,1.3,2015,SF
Leon Henry,TOW,28,14.9,5,2,4.8,0.418,0.6,2,0.304,0.5,0.6,0.765,1.1,2.1,3.2,0.9,0.5,0.5,1.3,2.5,2015,SF
B.J. Anthony,ADE,18,14.5,4.8,1.9,4.2,0.463,0,0,0,0.9,1.8,0.486,1.8,2.2,4,0.3,0,0.3,0.8,2.1,2015,SF
Jacob Holmes,TOW,28,15,2.7,1.2,3.4,0.344,0.1,0.5,0.143,0.3,0.4,0.818,1.5,2.5,4,0.9,0.2,0,0.6,1.7,2015,SF
Reuben Te Rangi,NZB,31,13.8,2.5,0.8,2.7,0.291,0.4,1.6,0.255,0.5,0.7,0.696,0.6,1.1,1.7,0.6,0.2,0.2,0.6,1.5,2015,SF
Duane Bailey,NZB,23,5.7,2.3,0.9,2.3,0.407,0.3,1.2,0.286,0.1,0.2,0.6,0.6,0.8,1.4,0.2,0.2,0,0.3,0.8,2015,SF
Damon Heuir,CRN,2,1,1.5,0.5,0.5,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,2015,SF
Richie Edwards,ADE,3,5.5,1.5,0.6,2.4,0.25,0.3,1.2,0.25,0,0,0,0.3,0,0.3,0,0,0,0,0.3,2015,SF
David Gruber,ILL,1,12.6,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.1,0,0,2.2,2.2,2015,SF
Jordan Ngatai,NZB,3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,2015,SF
James Ennis,PER,33,32.2,21.7,7.2,15.4,0.466,2.1,5.8,0.355,5.3,6.9,0.77,2.2,5.1,7.4,2.1,1.5,0.9,2.7,2.6,2014,SF
Sam Young,SYD,21,32.5,21.7,8.6,16.4,0.52,0.7,2.5,0.269,3.9,5.8,0.675,2,3.5,5.5,2.3,1,0.6,3.3,2.9,2014,SF
Brian Conklin,TOW,24,28.7,16.1,5.8,11.7,0.493,0,0.1,0,4.5,5.8,0.779,1.8,3,4.8,1.3,0.7,0.4,2.2,3.1,2014,SF
Mika Vukona,NZB,28,25.5,10.9,4,7.3,0.555,0,0,0,2.9,3.6,0.788,2.4,5.1,7.5,2.6,0.7,0.3,2.2,4.1,2014,SF
Todd Blanchfield,TOW,28,25.5,10.9,3.6,7.9,0.455,1.7,4.1,0.402,2,2.5,0.814,1.3,3.9,5.2,1.5,0.8,0.5,1.3,2.4,2014,SF
Rhys Martin,ILL,30,28.1,9.5,3.4,8,0.421,0.9,2.8,0.338,1.8,2.4,0.776,1,2.7,3.7,3.1,1.2,0.2,1.6,2.5,2014,SF
Stephen Weigh,CRN,28,22.4,9,3.3,7.9,0.421,0.9,2.7,0.347,1.4,1.8,0.78,1.3,2.4,3.8,1.1,0.1,0.1,1.2,2.2,2014,SF
Lucas Walker,MEL,25,24.1,8.9,3.2,6.4,0.503,0.8,2.2,0.37,1.7,2.7,0.621,1.7,5.5,7.3,1.8,0.7,0.5,1,3.2,2014,SF
David Gruber,ILL,30,22.4,8,3.3,5.8,0.564,0,0,0,1.5,2.2,0.667,2.6,2.9,5.4,0.9,0.6,0.7,0.8,2.5,2014,SF
Jarrid Frye,ADE,19,21.4,7.7,3.5,7.7,0.455,0.1,1.1,0.091,0.6,2,0.293,1.4,2.7,4.1,1.4,0.9,0.2,1.1,2.2,2014,SF
Clinton Steindl,CRN,28,20.5,7.5,2.5,7.1,0.351,1.7,4.1,0.411,0.9,1.1,0.862,0.9,1.7,2.7,1.4,0.4,0.1,0.9,1.7,2014,SF
Reuben Te Rangi,NZB,28,13.3,5.2,1.9,3.6,0.519,0.9,2.1,0.417,0.5,0.8,0.682,1,0.9,2,0.6,0.1,0.1,0.7,2.4,2014,SF
Brad Hill,SYD,25,12.8,5.2,2.1,4.8,0.438,0.2,0.8,0.238,0.8,1.3,0.559,1.1,1.8,2.9,0.5,0.3,0,0.6,1.6,2014,SF
Tommy Greer,MEL,20,15.2,3.6,1.3,3.4,0.382,0.8,2.2,0.364,0.2,0.2,0.75,1.2,1.8,2.9,0.4,0.2,0.1,0.3,1.8,2014,SF
B.J. Anthony,ADE,32,10.8,3.4,1.3,2.9,0.444,0,0.1,0,0.8,1.3,0.587,1.3,1.5,2.8,0.5,0.3,0.1,0.6,2.1,2014,SF
Owen Odigie,MEL,26,5.9,1.6,0.5,1.5,0.333,0.2,0.9,0.208,0.4,0.5,0.833,0.4,0.7,1.1,0.2,0.1,0.2,0.4,0.9,2014,SF
Duane Bailey,NZB,5,3,1.1,0.5,0.9,0.6,0,0,0,0,0,0,0.4,0.2,0.5,0.2,0,0,0.2,0.5,2014,SF
Luke Jamieson,ILL,12,1.4,0.4,0.2,1,0.182,0.1,0.5,0.167,0,0,0,0.2,0.2,0.4,0,0.2,0.1,0.1,0.4,2014,SF
James Trustum,SYD,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,2014,SF
Jan Warbout,ADE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,SF
Jordan Barry,ILL,4,1,0,0,0.5,0,0,0.3,0,0,0,0,0.3,0.3,0.5,0,0.3,0,0,0.3,2014,SF
