Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Season,Position
Craig Moller,MEL,0.5,0.475,138.7,8.4,16.8,12.6,9.0,10.2,1.0,1.3,16.2,0.3,1.1,110.8,110.8,0.1,107.7,11.9,2019,SF
Demetrius Conger,ADE,0.566,0.533,147.1,5.8,14.6,10.3,12.4,16.5,0.9,0.3,19.6,-2.0,1.3,109.6,111.6,-1.9,130.8,11.8,2019,SF
Daniel Trist,MEL,0.434,0.421,120.2,10.2,9.7,10.0,5.2,0.0,1.6,0.0,27.9,2.1,0.9,104.0,113.4,-9.4,5.1,11.8,2019,SF
Majok Majok,NZB,0.615,0.615,115.4,7.9,17.2,12.5,4.4,15.9,0.0,2.0,13.1,-2.7,1.5,115.9,119.4,-3.6,32.3,11.4,2019,SF
Anthony Drmic,ADE,0.528,0.5,153.0,5.8,16.1,11.0,8.3,10.3,1.3,0.0,17.4,-0.5,1.1,111.1,110.6,0.5,167.0,11.2,2019,SF
Jack McVeigh,ADE,0.476,0.414,152.1,10.4,12.6,11.5,11.9,10.1,0.3,0.5,19.1,0.7,1.1,109.3,112.4,-3.1,40.9,10.4,2019,SF
Daniel Grida,ILL,0.554,0.541,149.5,5.4,9.4,7.4,6.8,13.3,1.8,1.6,17.8,-2.4,1.2,103.9,113.0,-9.1,72.5,10.2,2019,SF
Jesse Wagstaff,PER,0.517,0.457,150.1,4.3,12.5,8.5,7.0,14.7,1.3,0.6,19.6,-3.8,1.2,101.4,110.9,-9.5,88.1,9.7,2019,SF
Alonzo Gee,BRI,0.386,0.355,161.6,8.6,19.4,13.5,11.2,14.8,2.6,0.0,20.5,-2.4,0.8,85.4,110.6,-25.2,20.2,8.0,2019,SF
Michael Carrera,CRN,0.532,0.482,155.0,6.0,20.7,12.6,12.5,10.7,1.2,2.3,36.8,-5.7,1.2,106.2,106.8,-0.6,30.7,19.9,2018,SF
Perrin Buford,BRI,0.564,0.532,162.0,7.5,23.2,15.8,13.0,11.8,2.1,3.1,24.0,-1.2,1.3,111.9,110.9,1.0,298.6,19.1,2018,SF
J.P. Tokoto,PER,0.533,0.478,143.9,7.0,17.1,11.9,17.1,14.6,3.2,1.8,26.6,-2.3,1.3,108.8,108.5,0.3,317.2,18.6,2018,SF
Mitchell Creek,ADE,0.681,0.631,171.7,8.0,13.9,11.2,13.3,12.0,2.1,0.6,17.8,0.7,1.7,135.1,104.8,30.4,368.4,18.3,2018,SF
Casey Prather,MEL,0.552,0.51,165.1,7.2,16.2,11.5,12.4,11.0,2.5,1.4,25.5,-1.4,1.2,114.6,105.2,9.4,247.9,18.3,2018,SF
Demetrius Conger,ILL,0.62,0.571,170.2,6.1,16.1,11.0,16.0,16.9,1.8,1.1,28.0,-4.4,1.5,112.2,112.0,0.2,311.3,18.3,2018,SF
Cameron Gliddon,CRN,0.612,0.571,183.5,3.3,11.2,7.0,16.5,11.6,2.6,0.7,17.5,1.9,1.3,124.1,115.8,8.3,293.1,16.2,2018,SF
Josh Childress,ADE,0.615,0.573,158.7,6.3,19.4,13.3,12.2,14.9,2.1,2.2,18.6,-1.0,1.4,119.4,102.1,17.3,278.1,16.0,2018,SF
Carrick Felix,MEL,0.525,0.507,135.0,7.8,21.8,15.0,9.2,11.0,2.8,1.7,19.6,-1.0,1.2,109.6,99.8,9.9,69.7,14.7,2018,SF
Brad Newley,SYD,0.54,0.508,146.2,3.7,17.4,10.6,17.0,11.7,1.6,0.6,20.0,2.3,1.2,111.6,117.4,-5.8,249.3,14.1,2018,SF
Tim Coenraad,ILL,0.597,0.581,163.3,4.6,17.6,11.0,7.3,8.9,1.9,1.8,18.2,-0.6,1.3,117.1,110.9,6.2,136.3,14.0,2018,SF
Finn Delany,NZB,0.559,0.531,138.5,7.4,18.1,12.6,8.3,13.9,1.3,1.0,15.8,-1.6,1.3,114.0,114.0,0.0,111.8,12.2,2018,SF
Anthony Drmic,ADE,0.57,0.559,139.4,6.7,11.6,9.4,6.5,9.5,1.2,0.0,17.1,-0.7,1.3,118.6,107.5,11.2,106.8,11.2,2018,SF
Todd Blanchfield,SYD,0.526,0.505,157.4,2.8,15.2,9.1,8.8,11.8,1.9,1.0,17.4,-0.6,1.1,104.9,116.8,-11.9,162.2,11.1,2018,SF
Mika Vukona,NZB,0.528,0.535,95.5,13.5,20.2,16.8,12.6,28.3,1.6,0.8,17.4,-6.1,1.2,95.2,112.5,-17.2,170.5,10.6,2018,SF
Jordan Ngatai,NZB,0.684,0.688,165.8,6.6,6.8,6.7,5.7,20.4,0.4,0.0,14.1,-4.3,1.5,118.7,121.6,-2.9,24.3,9.8,2018,SF
Reuben Te Rangi,BRI,0.559,0.524,151.1,5.2,11.1,8.3,7.6,17.9,1.4,0.5,18.0,-3.8,1.3,102.2,119.3,-17.1,95.3,9.3,2018,SF
Stephen Weigh,CRN,0.461,0.438,141.8,5.3,11.7,8.2,9.5,12.6,0.8,0.9,18.0,-1.4,1.0,97.2,117.4,-20.2,53.7,8.1,2018,SF
Tevin Jackson,CRN,0.363,0.333,83.3,14.0,9.0,11.9,0.0,0.0,0.0,0.0,20.0,0.0,0.8,97.8,115.3,-17.5,1.0,7.0,2018,SF
Mitchell Newton,NZB,0.568,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,122.3,116.3,6.0,-0.2,4.8,2018,SF
Clinton Steindl,PER,0.407,0.36,151.1,2.4,10.2,6.1,3.7,10.1,1.0,0.7,14.3,-1.7,0.9,93.1,116.3,-23.2,18.6,3.7,2018,SF
Nic Pozoglou,ILL,0.333,0.333,33.3,0.0,25.2,12.1,26.0,40.0,4.8,0.0,21.9,-5.7,0.7,59.7,103.8,-44.1,1.6,3.1,2018,SF
Adam Thoseby,SYD,0.383,0.304,127.2,2.6,12.7,7.7,4.8,21.2,1.2,0.0,17.1,-5.7,0.9,72.2,120.5,-48.3,4.2,1.9,2018,SF
Brad Newley,SYD,0.581,0.536,159.3,3.5,15.0,9.2,22.8,11.9,1.9,0.2,23.8,2.1,1.3,117.6,113.0,4.6,289.5,20.2,2017,SF
Casey Prather,PER,0.53,0.464,154.4,5.3,12.1,8.6,21.3,14.9,2.8,0.5,30.9,-3.0,1.2,106.3,106.3,0.0,327.2,19.5,2017,SF
Torrey Craig,BRI,0.556,0.518,160.6,8.7,23.7,16.4,9.2,15.5,2.0,2.2,23.8,-5.0,1.3,108.2,110.4,-2.2,301.2,18.0,2017,SF
Jaron Johnson,PER,0.548,0.514,151.9,5.8,15.1,10.3,13.2,11.1,1.2,1.4,23.6,-1.3,1.2,113.7,111.9,1.7,110.7,17.2,2017,SF
Tai Wesley,MEL,0.491,0.463,140.6,7.0,14.8,10.8,12.1,8.7,1.2,3.2,24.0,0.0,1.1,105.1,109.2,-4.1,149.4,15.8,2017,SF
Tim Coenraad,ILL,0.6,0.557,162.0,6.0,12.7,9.3,15.5,12.4,1.8,1.0,18.0,1.2,1.4,120.4,109.3,11.1,185.6,15.2,2017,SF
Mika Vukona,NZB,0.651,0.63,133.3,11.3,18.2,14.9,18.2,28.9,2.2,0.9,15.8,-2.9,1.5,109.9,105.9,4.0,170.6,14.3,2017,SF
Fuquan Edwin,CRN,0.526,0.496,147.9,5.7,16.0,10.7,9.1,12.0,2.0,0.7,20.4,-2.1,1.2,103.8,111.2,-7.4,106.9,13.8,2017,SF
Anthony Drmic,ADE,0.575,0.561,137.4,6.3,18.5,12.7,5.7,7.6,1.4,0.2,16.9,-0.5,1.4,121.8,105.0,16.8,115.4,13.4,2017,SF
Thomas Abercrombie,NZB,0.559,0.511,158.1,4.4,15.1,9.7,6.7,8.2,0.8,1.3,17.1,-0.4,1.3,117.9,109.3,8.6,160.1,13.0,2017,SF
Stephen Weigh,CRN,0.554,0.523,172.5,6.8,11.7,9.2,8.2,9.0,0.7,0.5,17.6,-0.3,1.2,114.7,115.3,-0.5,94.3,12.8,2017,SF
Todd Blanchfield,MEL,0.596,0.58,154.8,3.2,12.7,7.8,3.1,7.4,1.8,1.0,12.8,-0.7,1.3,120.6,108.7,11.9,149.2,12.4,2017,SF
Finn Delany,NZB,0.62,0.588,173.0,10.3,17.0,13.8,9.1,21.6,0.9,0.4,15.9,-3.9,1.4,111.4,108.1,3.3,58.8,12.0,2017,SF
Bennie Lewis,MEL,0.5,0.5,73.3,0.0,8.1,3.6,12.2,0.0,3.4,0.0,16.9,4.2,1.0,118.3,110.2,8.2,2.7,11.5,2017,SF
Dexter Kernich-Drew,PER,0.571,0.538,154.0,1.4,10.7,6.0,6.8,12.0,0.3,1.2,17.7,-2.1,1.3,112.7,112.7,0.0,30.4,10.8,2017,SF
Tony Mitchell,CRN,0.485,0.456,128.4,5.3,13.1,9.1,10.8,18.4,1.7,0.6,31.3,-9.2,1.1,88.2,111.8,-23.6,19.2,9.7,2017,SF
Jordan Ngatai,NZB,0.694,0.5,150.0,0.0,13.2,7.1,0.0,25.8,0.0,5.0,10.2,-5.5,2.0,107.8,105.5,2.3,2.1,6.8,2017,SF
Terrance Ferguson,ADE,0.47,0.457,129.5,3.6,4.5,4.1,5.7,15.9,0.8,1.5,16.2,-3.1,1.0,92.9,110.9,-18.0,33.4,5.1,2017,SF
Reuben Te Rangi,BRI,0.516,0.471,131.3,4.0,9.5,6.9,8.1,30.0,1.6,0.3,12.3,-4.7,1.3,87.1,117.9,-30.7,28.7,4.6,2017,SF
Jordan Ngatai,NZB,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,66.4,2.0,205.6,112.0,93.6,1.7,101.2,2016,SF
Josh Childress,SYD,0.588,0.565,162.5,7.2,18.9,13.2,14.3,13.7,1.7,4.2,27.3,-2.8,1.4,112.4,114.6,-2.1,189.3,22.3,2016,SF
Casey Prather,PER,0.568,0.497,164.3,5.6,13.9,9.7,13.2,12.9,2.4,1.5,27.9,-3.6,1.4,113.6,102.2,11.4,242.8,20.8,2016,SF
Kirk Penney,ILL,0.6,0.562,172.2,2.2,10.0,6.0,19.1,14.4,1.2,0.7,29.7,-2.7,1.3,113.5,112.6,0.8,266.5,19.6,2016,SF
James Trustum,SYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,70.8,-70.8,1.0,19.1,2016,SF
Mitchell Creek,ADE,0.628,0.576,180.7,9.3,10.8,10.1,9.7,15.3,2.4,2.0,17.7,-2.1,1.6,122.2,107.8,14.3,200.2,17.8,2016,SF
Tai Wesley,NZB,0.518,0.489,147.0,8.8,14.4,11.7,15.7,12.6,1.9,2.2,25.2,-1.7,1.1,107.5,100.8,6.6,183.9,17.1,2016,SF
Clinton Steindl,TOW,0.564,0.527,175.6,4.4,11.9,8.0,8.0,10.0,1.9,0.1,22.1,-2.0,1.2,115.7,113.7,2.0,195.7,16.8,2016,SF
Torrey Craig,CRN,0.505,0.483,137.5,7.1,21.7,14.2,7.3,13.0,1.3,4.2,24.6,-4.6,1.1,99.0,111.7,-12.7,221.1,16.3,2016,SF
Stephen Weigh,CRN,0.533,0.469,161.1,5.5,13.4,9.3,7.6,2.6,0.7,0.0,17.4,2.3,1.2,122.2,120.1,2.1,104.6,14.9,2016,SF
Thomas Abercrombie,NZB,0.539,0.522,141.2,5.2,14.5,10.0,6.8,10.8,1.1,1.2,19.1,-2.0,1.2,110.8,103.0,7.8,277.7,13.7,2016,SF
Todd Blanchfield,MEL,0.533,0.514,149.2,5.5,18.1,11.9,4.8,8.5,0.9,0.7,15.5,-0.9,1.1,111.3,110.5,0.7,244.4,13.2,2016,SF
Tim Coenraad,ILL,0.532,0.49,152.8,4.9,13.4,9.0,9.5,9.8,2.1,0.9,18.6,0.0,1.2,112.3,109.3,3.0,173.3,13.1,2016,SF
Brian Conklin,TOW,0.446,0.365,129.3,8.4,15.6,11.8,9.9,12.4,1.3,1.4,25.2,-3.6,1.1,94.7,111.6,-16.9,89.6,12.8,2016,SF
Mika Vukona,NZB,0.493,0.465,105.5,13.2,20.5,17.0,14.7,24.6,1.8,1.1,15.7,-2.6,1.1,99.1,99.3,-0.2,211.9,12.6,2016,SF
Leon Henry,TOW,0.483,0.464,131.9,6.8,18.0,12.2,9.1,17.0,1.7,2.6,14.9,-1.8,1.1,99.7,110.4,-10.6,105.4,10.7,2016,SF
Everard Bartlett,NZB,0.562,0.54,166.0,2.1,7.4,4.8,7.5,13.7,2.2,0.2,16.1,-1.8,1.2,111.1,104.6,6.5,77.1,10.6,2016,SF
Brad Hill,MEL,0.494,0.481,129.5,5.2,13.3,9.3,2.3,9.3,1.3,1.2,14.2,-2.0,1.1,102.5,112.2,-9.6,32.1,8.5,2016,SF
Finn Delany,NZB,0.0,0.0,0.0,0.0,28.9,15.9,10.3,0.0,0.0,0.0,4.0,5.9,0.0,72.2,101.9,-29.6,2.5,3.9,2016,SF
Reuben Te Rangi,NZB,0.368,0.362,90.0,4.7,9.1,6.9,2.6,15.2,1.3,0.9,13.4,-3.4,0.8,78.6,105.3,-26.7,24.1,2.7,2016,SF
Damion James,SYD,0.31,0.235,101.4,5.0,29.7,16.9,4.2,18.7,0.9,2.3,26.0,-8.3,0.7,60.8,99.0,-38.2,10.2,1.9,2016,SF
Damon Heuir,CRN,1.5,1.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,0.0,101.0,-101.0,2.3,70.1,2015,SF
Josh Childress,SYD,0.579,0.533,146.6,7.9,20.6,14.4,21.8,12.3,1.1,4.7,26.0,0.6,1.4,117.3,104.2,13.1,317.4,24.4,2015,SF
Torrey Craig,CRN,0.549,0.553,129.2,9.1,24.0,16.4,11.0,13.9,1.4,3.8,22.0,-2.8,1.2,108.9,101.6,7.3,255.5,19.5,2015,SF
Tai Wesley,NZB,0.538,0.51,130.2,10.1,17.4,13.8,12.6,12.9,0.9,3.0,19.5,-0.6,1.2,111.8,102.4,9.4,200.5,15.9,2015,SF
Mark Worthington,MEL,0.585,0.543,159.8,4.4,20.3,12.4,13.4,12.9,1.7,1.6,17.5,0.5,1.3,115.3,103.2,12.0,299.4,15.7,2015,SF
Mitchell Creek,ADE,0.559,0.512,137.8,7.3,12.5,9.9,9.8,11.5,1.8,1.0,19.9,-1.2,1.4,113.7,104.0,9.7,186.2,15.5,2015,SF
Shawn Redhage,PER,0.54,0.47,160.5,6.9,11.8,9.3,18.6,16.9,1.1,1.3,24.0,-2.5,1.3,108.1,107.2,0.8,174.4,15.4,2015,SF
Rhys Martin,ILL,0.585,0.552,161.7,1.8,9.2,5.5,20.1,17.3,3.1,0.0,17.4,1.3,1.3,110.9,112.4,-1.5,160.7,14.8,2015,SF
Stephen Weigh,CRN,0.572,0.527,166.0,4.2,12.6,8.3,7.7,9.3,0.7,0.6,16.6,-0.3,1.3,119.9,109.9,10.0,177.6,14.4,2015,SF
Mika Vukona,NZB,0.511,0.451,125.4,11.2,19.4,15.3,15.7,18.0,1.6,0.7,18.1,-0.6,1.2,106.7,101.5,5.3,237.9,13.8,2015,SF
Daequon Montreal,ADE,0.569,0.556,137.9,6.9,15.8,11.8,7.7,17.6,1.1,2.7,24.6,-6.3,1.3,100.4,103.4,-3.0,23.2,13.5,2015,SF
Duane Bailey,NZB,0.489,0.481,129.3,11.2,15.2,13.2,6.2,9.6,1.5,0.6,20.1,-1.9,1.0,106.2,102.5,3.7,33.9,12.8,2015,SF
Clinton Steindl,TOW,0.515,0.49,157.6,3.2,11.2,7.2,11.1,8.8,0.7,0.8,18.2,0.9,1.1,111.2,110.1,1.0,148.2,11.5,2015,SF
Leon Henry,TOW,0.502,0.481,148.6,8.5,15.4,12.0,10.0,20.3,1.9,3.1,18.5,-4.4,1.1,96.3,104.4,-8.1,95.3,10.8,2015,SF
Brad Hill,ILL,0.424,0.419,113.4,10.3,14.3,12.3,13.5,15.0,1.0,1.1,23.1,-2.6,0.9,89.2,114.2,-24.9,83.2,10.5,2015,SF
B.J. Anthony,ADE,0.477,0.463,94.8,14.4,17.0,15.7,3.0,13.6,0.0,1.6,17.7,-4.0,1.1,99.7,107.1,-7.4,55.0,9.7,2015,SF
Jordan Ngatai,NZB,0.0,0.0,0.0,0.0,0.0,0.0,61.9,0.0,0.0,0.0,0.0,31.5,0.0,226.8,103.9,122.9,0.5,9.0,2015,SF
Jacob Holmes,TOW,0.382,0.354,130.5,10.8,18.4,14.6,8.4,14.4,0.7,0.0,12.2,-0.2,0.8,94.9,107.8,-12.9,84.1,7.2,2015,SF
Reuben Te Rangi,NZB,0.411,0.366,124.1,4.8,8.8,6.8,5.8,16.5,0.8,1.0,11.7,-1.6,0.9,89.2,106.9,-17.7,38.4,4.2,2015,SF
Richie Edwards,ADE,0.313,0.313,50.0,5.9,0.0,3.1,0.0,0.0,0.0,0.0,18.6,0.0,0.6,86.6,123.8,-37.2,-0.5,1.3,2015,SF
James Ennis,PER,0.589,0.532,159.1,8.1,18.6,13.3,11.9,12.9,2.4,2.4,29.0,-4.2,1.4,119.6,103.7,15.9,464.2,24.4,2014,SF
James Trustum,SYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,96.0,-96.0,0.5,24.4,2014,SF
Sam Young,SYD,0.571,0.54,146.4,7.5,13.2,10.4,14.4,14.6,1.6,1.7,31.6,-5.2,1.3,109.6,116.4,-6.8,230.7,21.1,2014,SF
David Gruber,ILL,0.592,0.564,123.0,13.3,15.1,14.2,6.8,10.7,1.4,3.0,15.8,-0.8,1.4,126.0,119.3,6.7,232.1,18.5,2014,SF
Mika Vukona,NZB,0.616,0.555,134.3,11.2,25.0,18.0,16.7,20.1,1.4,1.0,20.2,-1.9,1.5,117.3,110.9,6.4,269.7,17.8,2014,SF
Lucas Walker,MEL,0.589,0.567,149.5,8.7,25.6,17.5,12.1,11.8,1.5,1.7,16.3,0.7,1.4,121.8,106.3,15.5,233.6,17.8,2014,SF
Brian Conklin,TOW,0.563,0.493,127.2,7.4,13.4,10.3,8.6,13.3,1.2,1.3,26.5,-4.5,1.4,110.2,116.1,-5.9,187.4,17.0,2014,SF
Todd Blanchfield,TOW,0.604,0.56,167.1,6.3,19.3,12.6,9.6,12.4,1.8,1.6,18.6,-1.2,1.4,120.1,113.0,7.1,239.3,16.8,2014,SF
Rhys Martin,ILL,0.526,0.48,153.5,4.1,11.2,7.6,17.3,15.2,2.3,0.7,17.7,1.8,1.2,109.8,120.0,-10.2,218.1,14.0,2014,SF
Brad Hill,SYD,0.478,0.459,123.5,10.1,16.3,13.2,6.4,9.9,1.2,0.0,21.5,-2.2,1.1,103.3,113.6,-10.3,70.2,12.5,2014,SF
Reuben Te Rangi,NZB,0.66,0.639,161.8,9.4,8.8,9.1,7.1,15.6,0.6,0.4,16.4,-2.5,1.4,122.3,117.8,4.5,79.9,12.3,2014,SF
Stephen Weigh,CRN,0.519,0.481,154.8,7.3,13.8,10.5,8.2,11.9,0.4,0.5,20.0,-1.9,1.1,108.4,118.6,-10.3,132.2,12.0,2014,SF
Duane Bailey,NZB,0.6,0.6,60.0,15.7,8.5,12.3,9.7,16.7,0.0,0.0,17.3,-1.9,1.2,117.5,107.9,9.5,3.2,11.7,2014,SF
Clinton Steindl,CRN,0.501,0.469,162.3,5.6,10.6,8.0,10.8,10.4,1.1,0.5,18.7,0.4,1.1,109.5,118.0,-8.5,120.4,11.4,2014,SF
Jarrid Frye,ADE,0.448,0.462,83.9,7.8,14.0,11.0,10.2,11.7,2.2,1.0,20.4,-0.9,1.0,96.6,106.5,-10.0,92.1,11.0,2014,SF
B.J. Anthony,ADE,0.482,0.444,103.1,13.8,15.3,14.6,6.7,15.0,1.5,1.0,17.1,-2.6,1.2,104.3,106.0,-1.7,74.8,10.5,2014,SF
Tommy Greer,MEL,0.509,0.5,149.6,9.4,13.2,11.3,4.2,7.9,0.7,0.3,11.6,-0.2,1.0,115.9,116.6,-0.8,57.5,9.1,2014,SF
Owen Odigie,MEL,0.463,0.397,137.5,8.6,12.7,10.7,6.1,16.9,1.1,2.3,16.2,-3.4,1.1,96.8,114.2,-17.3,24.0,8.1,2014,SF
Jordan Barry,ILL,0.0,0.0,0.0,30.8,28.2,29.4,0.0,0.0,14.0,0.0,23.6,0.0,0.0,41.8,77.5,-35.7,0.8,5.6,2014,SF
Luke Jamieson,ILL,0.227,0.227,34.8,14.0,15.8,14.8,0.0,8.3,6.7,6.0,34.2,-6.6,0.5,59.6,105.7,-46.0,-0.3,1.1,2014,SF
Mitchell Creek,ADE,0.681,0.683,153.5,6.8,13.5,10.2,7.0,13.6,2.9,1.9,16.1,-2.3,1.7,122.8,98.1,24.6,54.1,19.3,2013,SF
Rhys Martin,ILL,0.613,0.581,172.2,2.4,8.6,5.6,22.2,16.7,2.2,0.6,19.6,0.9,1.4,114.0,103.6,10.4,132.4,19.3,2013,SF
David Gruber,ILL,0.659,0.626,133.6,9.5,17.1,13.5,6.9,19.8,1.4,2.1,16.1,-4.3,1.6,117.0,106.8,10.2,188.1,18.5,2013,SF
Reuben Te Rangi,NZB,0.498,0.471,132.4,20.9,3.0,11.2,3.9,4.7,1.4,0.0,24.8,-0.9,1.2,123.0,105.5,17.5,9.9,18.1,2013,SF
Mika Vukona,NZB,0.519,0.494,132.6,12.4,20.0,16.1,16.7,16.8,1.6,0.7,19.7,-0.8,1.2,108.6,96.3,12.3,224.2,16.4,2013,SF
Morgan Natanahira,NZB,0.0,0.0,0.0,0.0,28.6,17.2,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,73.0,-73.0,1.6,16.0,2013,SF
James Harvey,SYD,0.597,0.571,169.4,2.1,8.9,5.5,10.8,12.8,0.2,0.3,22.8,-2.4,1.3,111.4,118.1,-6.7,69.0,15.3,2013,SF
Glen Saville,ILL,0.559,0.528,154.6,3.9,17.9,11.2,15.5,19.6,1.0,1.1,18.8,-2.1,1.3,101.9,104.9,-2.9,123.5,14.5,2013,SF
Todd Blanchfield,TOW,0.595,0.554,162.2,3.5,14.1,8.9,4.8,11.9,0.8,2.2,16.4,-2.4,1.3,110.1,105.8,4.3,174.7,14.1,2013,SF
Brad Hill,CRN,0.463,0.415,137.4,8.7,18.9,13.8,11.8,13.5,0.3,1.3,21.1,-2.0,1.0,98.7,105.2,-6.5,132.5,13.9,2013,SF
Peter Crawford,TOW,0.587,0.547,162.0,1.7,10.8,6.3,12.0,19.0,1.5,1.0,21.7,-4.5,1.3,99.7,106.4,-6.6,162.0,13.7,2013,SF
Clinton Steindl,CRN,0.557,0.539,179.8,5.0,10.9,7.9,8.1,12.4,0.9,0.9,16.7,-1.5,1.1,111.2,106.5,4.8,60.0,12.8,2013,SF
Tommy Greer,MEL,0.51,0.479,149.1,12.1,13.7,12.9,5.4,8.7,1.9,0.9,11.0,0.1,1.1,118.6,104.1,14.5,123.1,12.7,2013,SF
Stephen Weigh,ADE,0.529,0.51,150.6,5.5,15.0,10.2,8.1,13.0,0.6,0.5,16.4,-1.6,1.1,104.0,106.0,-2.0,200.5,11.9,2013,SF
Liam Rush,MEL,0.494,0.474,161.0,5.8,11.5,8.7,9.9,13.5,1.4,1.4,16.7,-1.2,1.0,101.4,106.5,-5.1,87.5,11.4,2013,SF
Leon Henry,NZB,0.439,0.449,105.2,9.7,15.2,12.4,8.6,10.0,1.5,1.6,18.7,-0.6,0.9,103.7,98.4,5.3,61.4,10.9,2013,SF
Dusty Rychart,CRN,0.518,0.491,126.8,8.2,12.7,10.4,11.1,26.9,0.3,2.5,21.8,-9.5,1.1,85.5,107.5,-22.1,20.9,9.0,2013,SF
Bennie Lewis,MEL,0.461,0.402,143.6,3.5,6.8,5.2,6.6,14.2,1.0,1.9,18.8,-3.2,1.0,92.8,107.7,-14.9,39.1,8.9,2013,SF
Brad Robbins,PER,0.387,0.359,103.9,11.1,7.4,9.5,28.3,19.2,1.3,0.0,22.5,0.0,0.8,86.0,96.6,-10.6,17.6,8.8,2013,SF
Everard Bartlett,PER,0.392,0.366,148.7,3.3,10.9,6.8,11.9,14.8,2.2,0.2,20.7,-2.2,0.8,86.2,94.7,-8.5,68.6,7.6,2013,SF
Graeme Dann,SYD,0.435,0.406,90.6,10.1,13.9,12.0,13.4,23.6,1.3,0.2,12.2,-0.6,1.1,92.1,107.5,-15.4,62.0,7.3,2013,SF
Cameron Tovey,PER,0.368,0.368,57.1,6.6,19.2,12.5,8.9,33.8,2.9,3.0,9.0,-2.9,0.7,74.0,85.8,-11.8,65.2,6.0,2013,SF
Daniel Jackson,ILL,0.447,0.406,128.5,3.2,8.9,6.2,6.0,18.3,0.6,0.9,11.8,-2.1,1.0,87.9,112.6,-24.7,24.2,5.4,2013,SF
Jan Warbout,ADE,0.333,0.333,33.3,8.6,9.0,8.8,13.5,10.0,0.0,0.0,18.4,1.3,0.7,81.1,110.6,-29.4,2.2,5.2,2013,SF
Owen Odigie,MEL,0.563,0.5,150.0,0.0,8.2,4.3,5.0,40.3,4.1,3.4,13.2,-8.7,1.3,71.2,90.5,-19.2,1.6,5.2,2013,SF
Diamon Simpson,ADE,0.595,0.59,113.2,16.6,22.4,19.5,7.2,13.2,1.8,4.8,24.5,-4.9,1.5,116.9,105.1,11.8,334.4,27.8,2012,SF
Anatoly Bose,SYD,0.533,0.485,140.8,7.8,16.2,12.0,9.0,12.5,1.5,1.5,24.0,-3.5,1.3,108.9,105.9,3.0,245.0,18.9,2012,SF
Thomas Abercrombie,NZB,0.577,0.545,164.0,5.1,12.6,8.8,8.1,13.0,1.3,2.4,21.2,-3.1,1.3,117.0,104.0,13.0,290.9,18.5,2012,SF
Tim Coenraad,ILL,0.567,0.519,164.8,7.0,17.2,12.3,9.6,13.0,1.0,1.5,20.2,-2.4,1.3,110.6,112.1,-1.6,160.4,17.7,2012,SF
Joevan Catron,ILL,0.478,0.421,128.2,10.2,15.8,13.1,11.5,15.7,2.2,1.8,29.8,-6.6,1.1,93.5,109.9,-16.4,140.4,17.1,2012,SF
David Gruber,ILL,0.555,0.5,125.0,13.2,19.2,16.4,5.4,17.4,1.4,1.8,17.0,-4.6,1.3,107.8,111.5,-3.7,57.5,16.0,2012,SF
Mika Vukona,NZB,0.568,0.534,171.9,10.7,20.6,15.6,13.6,25.0,2.4,1.2,18.8,-5.1,1.3,102.6,99.9,2.7,237.3,15.9,2012,SF
Everard Bartlett,PER,0.734,0.74,156.0,1.2,5.4,3.2,10.9,10.4,1.7,0.0,13.7,1.0,1.5,138.5,102.9,35.6,21.3,15.5,2012,SF
Liam Rush,MEL,0.514,0.492,142.3,7.0,13.5,10.3,7.3,13.7,2.3,2.3,20.3,-3.4,1.1,100.4,102.3,-2.0,132.0,15.4,2012,SF
Brad Hill,CRN,0.465,0.449,102.1,9.3,16.6,13.0,16.1,16.5,1.1,1.5,22.8,-2.8,1.1,93.4,102.6,-9.1,148.3,14.8,2012,SF
Mitchell Creek,ADE,0.505,0.48,134.1,10.2,11.5,10.9,12.6,12.2,1.4,0.9,17.2,0.2,1.2,110.0,113.0,-2.9,111.9,14.8,2012,SF
Brad Robbins,PER,0.505,0.455,136.5,7.3,9.2,8.3,18.1,18.7,3.7,0.7,18.7,-0.3,1.2,103.1,94.8,8.2,167.8,14.5,2012,SF
Ben Purser,PER,0.553,0.467,132.4,2.6,12.1,7.5,17.8,18.1,0.0,0.0,21.5,-1.4,1.3,106.6,93.6,13.0,9.5,13.7,2012,SF
Kevin Ratzsch,SYD,0.504,0.49,170.9,7.0,13.7,10.4,6.9,14.2,1.0,1.3,17.6,-3.1,1.0,103.1,109.0,-5.9,105.7,12.9,2012,SF
